"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","date_time","class"
"true","false","Yes","1","true","1","false","1","type_A","false","false","false","906","1170","false","false","type_A","1","true","1","500.0","B","0.18","full_match","1","1","1","false","false","0","false","true","true","true","false","0","false","true","full_match","false","true","true","full_match","false","false","false","0","0.0","false","true","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","500.0","2017-05-27T19:03:46.129","1"
"true","false","Yes","4","true","3","true","1","type_B","false","false","false","84","0","false","false","type_A","1","false","2","133.0","D","1.4","full_match","1","1","1","true","false","0","false","false","false","true","false","1","false","false","not_valid","true","false","true","not_valid","true","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","133.0","2017-05-28T09:14:31.690","1"
"true","false","Yes","2","false","1","true","1","type_A","false","false","false","500","102","false","false","type_A","1","true","1","5000.0","E","5.53","full_match","1","1","1","true","false","0","false","false","false","false","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","true","0","true","true","0.0","type_B","true","true","0","0","1","false","true","not_valid","1","5000.0","2017-05-25T13:17:29.263","1"
"false","false","Yes","1","true","1","false","7","type_A","true","true","true","906","2127","true","false","type_A","1","true","1","190.0","A","0.13","full_match","1","2","1","false","false","32","true","true","true","true","false","0","true","false","full_match","false","true","true","full_match","false","false","true","28","5613.41","false","false","true","1.0","true","true","9","false","true","4085.0","type_E","true","true","1","0","0","true","false","not_valid","0","5803.41","2017-04-13T23:27:08.122","1"
"true","false","Yes","2","true","1","true","1","type_B","false","false","false","500","3","false","false","type_A","1","false","1","215.0","A","0.1","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.5","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","215.0","2017-05-05T07:47:22.524","1"
"false","false","Yes","1","true","1","false","3","type_A","false","false","true","906","2426","true","false","type_A","1","true","1","766.49","A","0.15","full_match","1","1","1","false","false","4","false","true","true","true","false","16","false","false","no_match","false","true","true","full_match","true","true","false","2","1653.75","false","false","false","1.0","true","true","2","true","true","0.0","type_B","true","true","2","0","0","true","true","not_valid","0","2420.24","2017-05-07T17:55:06.206","1"
"true","true","Yes","1","true","1","false","6","type_A","false","false","false","906","447","true","true","type_A","1","false","3","74.99","B","99.0","full_match","1","4","1","true","false","3","false","false","false","true","false","2","false","false","not_valid","false","true","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","false","true","0.0","type_B","false","false","0","0","1","false","false","not_valid","6","74.99","2017-05-29T00:34:43.760","1"
"true","false","Yes","1","true","1","false","1","type_C","false","false","false","906","3446","false","false","type_A","1","false","1","120.0","A","0.36","full_match","1","1","1","false","false","0","false","true","true","true","false","0","false","true","full_match","false","true","true","full_match","false","false","false","0","0.0","false","false","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","120.0","2017-05-25T13:04:01.78","1"
"true","false","Yes","3","true","1","true","2","type_C","false","false","false","490","34","false","false","type_B","1","false","1","2716.0","A","0.18","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","2","false","true","not_valid","2","2716.0","2017-05-28T15:46:07.274","1"
"true","false","Yes","2","true","3","false","1","type_A","false","false","false","906","1134","true","false","type_A","2","true","1","135.0","B","0.15","full_match","1","3","2","false","false","7","false","false","false","true","false","0","false","true","full_match","true","true","true","no_data","false","false","false","0","0.0","false","false","false","0.27","true","false","0","true","false","0.0","type_F","false","false","0","1","0","true","true","not_valid","1","135.0","2017-05-01T21:33:18.412","1"
"true","false","Yes","1","true","1","false","5","type_A","false","false","false","50","3729","false","true","type_B","1","true","1","5000.0","A","0.13","full_match","1","1","1","false","false","0","false","true","true","true","false","9","false","false","full_match","false","false","true","full_match","true","true","false","0","0.0","true","false","false","1.0","true","true","0","true","true","0.0","type_B","true","true","0","0","5","true","true","not_valid","5","5000.0","2017-05-31T10:31:22.561","1"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","91","2100","false","false","type_A","1","true","1","756.0","A","0.1","full_match","1","1","1","false","false","4","false","true","true","true","false","0","false","true","full_match","false","false","true","no_match","false","false","false","4","2415.06","true","false","false","1.0","true","false","0","true","true","1422.75","type_B","true","true","4","0","0","true","true","not_valid","2","3171.06","2017-04-29T08:26:50.58","1"
"true","false","Yes","1","false","1","false","1","type_B","false","false","false","92","2014","false","false","type_A","1","false","1","81.75","E","35.03","full_match","1","1","1","true","false","0","false","false","false","false","false","0","false","false","not_valid","true","false","false","not_valid","false","false","false","0","0.0","true","false","false","1.0","true","true","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","81.75","2017-05-09T04:51:51.437","1"
"false","true","Yes","1","true","3","false","1","type_B","false","false","false","844","1334","false","false","type_A","1","false","1","110.0","D","52.67","full_match","1","1","1","true","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","false","not_valid","false","false","false","0","0.0","true","false","false","0.24","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","110.0","2017-05-24T05:05:59.244","1"
"true","false","Yes","1","true","1","false","5","type_B","false","false","false","91","2102","false","true","type_A","1","false","1","967.5","A","1.01","full_match","1","1","1","false","false","0","false","false","true","true","false","0","false","false","no_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","false","true","0","true","true","0.0","type_B","true","true","0","0","5","true","true","not_valid","5","967.5","2017-05-19T06:38:39.347","1"
"true","false","Yes","1","true","1","false","1","type_A","false","false","false","71","3595","false","false","type_C","1","true","1","555.0","B","66.48","full_match","1","1","1","false","false","0","false","not_valid","true","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","true","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","555.0","2017-04-12T11:01:25.520","1"
"true","false","Yes","1","true","1","false","2","type_A","false","false","false","40","1781","true","false","type_A","1","true","1","525.27","B","73.44","full_match","1","1","2","false","false","1","false","true","true","true","false","0","false","true","no_match","true","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","true","true","0","false","true","0.0","type_B","true","true","0","1","1","true","false","not_valid","2","525.27","2017-04-04T16:10:47.834","1"
"true","false","Yes","1","true","1","false","6","type_A","false","false","false","92","2006","false","true","type_A","1","true","1","1533.0","B","0.79","full_match","1","3","1","false","false","0","false","true","true","true","false","2","false","false","full_match","false","false","true","no_match","false","false","false","0","0.0","true","false","false","1.0","true","true","0","true","true","0.0","type_B","true","true","0","0","6","true","true","not_valid","6","1533.0","2017-04-05T10:17:48.515","1"
"false","false","Yes","1","true","1","false","4","type_B","true","true","true","44","5732","false","false","type_A","1","true","1","502.48","A","0.11","full_match","1","1","1","false","false","8","false","false","true","true","false","16","true","false","no_match","false","false","true","full_match","false","false","false","7","2793.09","true","false","true","1.0","false","true","4","false","true","442.51","type_A","true","true","7","0","0","true","false","full_match","0","3295.5699999999997","2017-05-03T16:05:30.911","1"
"true","true","Yes","1","true","1","true","6","type_A","false","false","false","930","0","false","true","type_A","1","true","1","1049.72","D","99.0","partial_match","1","1","1","true","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","6","false","true","not_valid","6","1049.72","2017-05-15T17:19:18.90","1"
"true","false","Yes","1","true","1","true","6","type_A","false","false","false","895","0","false","true","type_A","1","false","2","150.0","D","90.87","full_match","4","4","1","true","false","0","false","false","false","true","false","0","false","false","no_match","false","false","true","no_data","false","false","false","0","0.0","false","false","false","0.44","false","true","0","true","false","0.0","type_B","false","false","0","0","6","false","true","not_valid","6","150.0","2017-05-16T01:29:32.955","1"
"true","false","No","1","false","1","false","4","type_C","false","false","true","81","2882","true","true","type_A","1","false","1","2716.0","D","49.1","full_match","3","2","1","true","false","5","false","false","false","true","false","3","false","false","not_valid","false","false","true","not_valid","true","true","false","4","2987.58","true","true","false","1.0","false","true","0","true","true","1891.5","type_B","true","true","4","0","0","true","true","not_valid","4","5703.58","2017-05-30T20:49:55.307","1"
"true","false","Yes","1","true","1","false","5","type_B","false","false","false","500","57","true","true","type_A","1","false","4","600.0","A","0.23","full_match","2","4","1","false","false","2","false","false","false","true","false","0","false","false","no_match","false","false","true","no_match","false","false","false","0","0.0","true","false","false","1.0","false","true","0","false","true","0.0","type_C","false","false","0","0","0","false","true","not_valid","5","600.0","2017-04-04T23:06:13.547","1"
"true","false","Yes","1","true","1","false","1","type_A","false","false","false","906","206","false","false","type_A","1","true","2","250.0","B","3.83","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","no_match","false","true","true","no_match","false","false","false","0","0.0","false","false","false","0.62","false","false","0","false","true","0.0","type_B","false","false","0","0","1","false","false","not_valid","1","250.0","2017-05-12T00:47:40.548","1"
"false","false","Yes","1","true","1","false","6","type_B","true","true","true","44","5734","false","false","type_A","1","true","1","518.38","A","0.11","full_match","1","1","1","false","false","11","true","false","true","true","false","16","true","false","no_match","false","false","true","full_match","false","false","false","10","4333.35","true","false","true","1.0","false","true","5","false","true","439.33","type_A","true","true","10","0","0","true","false","full_match","0","4851.73","2017-05-05T15:04:48.420","1"
"true","false","Yes","5","true","1","false","1","type_A","false","false","false","74","3378","false","false","type_A","1","true","1","55.51","D","2.33","full_match","1","1","1","true","false","0","false","not_valid","false","true","false","4","false","true","not_valid","true","false","true","not_valid","true","true","false","0","0.0","true","true","false","1.0","not_valid","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","55.511100000000006","2017-05-25T17:08:12.254","1"
"true","false","Yes","3","true","5","false","4","type_A","false","false","true","91","2066","false","true","type_A","4","true","3","150.0","B","0.42","full_match","2","2","3","false","false","110","true","false","true","true","false","6","false","false","full_match","true","false","true","no_match","true","true","false","108","17428.3","true","false","false","0.33","true","true","103","false","false","350.0","type_C","false","false","2","0","0","true","false","not_valid","1","17578.3","2017-05-31T12:27:17.958","1"
"true","false","Yes","1","true","1","false","4","type_A","false","false","true","93","1942","false","true","type_A","4","true","2","4999.05","B","2.28","partial_match","2","1","1","false","false","4","false","false","true","true","false","12","false","false","not_valid","true","false","true","not_valid","true","true","false","2","5054.05","true","false","false","1.0","not_valid","true","0","false","true","4999.05","type_B","false","false","2","0","0","true","false","not_valid","4","10053.1","2017-05-30T09:27:55.607","1"
"true","false","Yes","2","true","1","false","5","type_A","false","false","false","500","40","false","true","type_A","1","false","1","100.0","B","26.97","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.14","false","true","0","false","false","0.0","type_B","false","false","0","0","5","false","false","not_valid","5","100.0","2017-04-29T04:48:47.786","1"
"true","false","Yes","2","true","5","true","2","type_A","false","false","false","500","7","true","false","type_A","1","false","1","70.0","C","0.39","full_match","2","3","1","false","false","1","false","false","false","true","false","0","false","false","no_match","true","false","true","no_match","false","false","false","0","0.0","true","false","false","0.24","false","true","0","true","false","0.0","type_B","false","false","0","0","0","false","true","not_valid","2","70.0","2017-05-06T04:17:04.279","1"
"true","false","Yes","2","true","2","false","1","type_A","false","false","false","906","1265","false","false","type_A","2","true","1","500.0","C","0.12","full_match","1","1","2","false","false","0","false","false","true","true","false","3","false","true","no_match","true","true","true","full_match","false","false","false","0","0.0","false","false","false","0.4","false","false","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","500.0","2017-05-12T13:59:27.475","1"
"true","true","Yes","1","true","8","false","1","type_A","false","false","false","906","18","false","false","type_A","1","true","1","682.8","D","71.15","full_match","1","1","1","true","false","0","false","false","false","true","false","0","false","false","no_match","false","true","true","no_match","false","false","false","0","0.0","false","false","false","0.17","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","682.8","2017-05-16T17:01:09.28","1"
"true","true","Yes","1","false","5","false","2","type_A","false","false","false","906","26","true","false","type_A","1","true","2","501.17","E","99.0","full_match","1","2","2","true","false","1","false","false","false","false","false","0","false","false","not_valid","true","true","false","not_valid","false","false","false","0","0.0","false","false","false","0.24","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","2","501.165","2017-04-20T10:57:58.447","1"
"false","false","Yes","1","true","1","false","2","type_A","false","false","true","91","2099","false","false","type_A","1","true","1","761.25","A","0.1","full_match","1","1","1","false","false","3","false","true","true","true","false","0","false","true","full_match","false","false","true","no_match","false","false","false","3","1653.81","true","false","false","1.0","true","false","0","true","true","661.5","type_B","true","true","3","0","0","true","true","not_valid","2","2415.06","2017-04-28T02:57:59.178","1"
"true","true","Yes","2","true","3","false","3","type_A","true","true","true","50","2569","false","false","type_A","1","true","1","176.28","D","47.88","full_match","1","1","1","true","true","6","true","false","true","true","false","11","true","false","full_match","true","false","true","full_match","true","true","false","6","1518.17","true","false","true","1.0","true","true","5","true","true","695.47","type_A","false","false","6","0","0","true","true","not_valid","0","1694.45","2017-04-17T07:37:09.934","1"
"true","false","Yes","1","true","1","false","2","type_A","false","false","false","930","1","true","false","type_C","1","false","1","129.97","D","99.0","full_match","1","1","1","true","false","2","false","false","false","true","false","0","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","false","false","false","1.0","true","true","0","true","false","0.0","type_B","false","false","0","0","0","true","true","not_valid","2","129.97","2017-05-21T18:49:53.756","1"
"true","true","Yes","2","true","1","false","5","type_A","false","false","false","500","0","false","true","type_A","1","false","2","99.98","D","93.33","full_match","1","2","1","true","false","0","false","false","false","true","false","0","false","false","not_valid","true","false","false","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","false","false","0.0","type_B","false","false","0","0","5","false","false","not_valid","5","99.98","2017-05-23T21:16:31.395","1"
"true","false","Yes","9","true","1","false","3","type_A","false","false","false","500","0","true","true","type_A","1","true","1","277.5","A","0.63","full_match","1","1","1","false","false","2","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","3","277.5","2017-04-21T10:14:25.798","1"
"true","false","Yes","5","false","1","false","4","type_A","false","false","false","500","0","true","true","type_A","1","true","4","332.17","D","4.98","full_match","1","2","5","true","false","7","false","false","false","true","false","0","false","false","not_valid","true","false","false","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","0","false","true","not_valid","4","332.1675","2017-05-02T11:13:25.455","1"
"true","false","Yes","1","true","1","false","1","type_A","false","false","false","906","6557","false","false","type_A","1","true","1","1000.0","A","0.1","full_match","1","1","1","false","false","0","false","true","true","true","false","0","false","true","full_match","false","true","true","full_match","false","false","false","0","0.0","false","false","false","1.0","true","false","0","false","true","0.0","type_B","true","true","0","0","1","true","false","not_valid","1","1000.0","2017-05-18T08:49:37.968","1"
"true","false","Yes","1","true","1","false","1","type_B","false","false","false","177","586","false","false","type_A","1","false","1","124.27","C","0.1","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.18","not_valid","false","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","124.27","2017-05-14T20:23:39.542","1"
"true","true","Yes","5","true","1","false","2","type_A","false","false","false","176","594","true","false","type_A","1","true","1","630.0","B","5.41","full_match","1","1","1","true","false","2","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","1.0","not_valid","true","0","true","true","0.0","type_B","false","false","0","0","0","false","true","not_valid","2","630.0","2017-05-24T12:38:09.564","1"
"true","true","Yes","5","true","5","false","1","type_A","false","false","false","500","7","false","false","type_B","1","false","1","70.0","A","10.66","full_match","1","1","1","true","false","0","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.3","false","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","70.0","2017-04-03T18:11:07.764","1"
"true","false","Yes","2","true","1","false","10","type_A","false","false","false","790","240","true","true","type_A","2","true","1","185.0","A","1.64","full_match","2","1","1","false","false","7","false","true","false","true","false","0","false","false","full_match","true","true","true","no_match","false","false","false","0","0.0","false","false","false","1.0","true","true","0","true","true","0.0","type_B","true","true","0","0","0","true","true","not_valid","10","185.0","2017-04-28T17:17:52.922","1"
"true","false","Yes","1","false","1","false","5","type_C","false","false","false","40","2019","false","true","type_A","1","false","3","338.53","E","14.08","full_match","1","3","1","true","false","0","false","false","true","false","false","0","false","false","no_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","not_valid","true","0","false","true","0.0","type_B","false","false","0","0","5","true","false","not_valid","5","338.53","2017-05-10T22:30:24.338","1"
"false","true","Yes","1","false","2","false","1","type_A","true","true","true","895","6","true","false","type_A","1","true","2","102.97","E","93.88","full_match","1","1","1","true","false","4","false","false","false","false","false","0","true","false","not_valid","false","false","true","not_valid","false","false","false","3","1109.89","true","false","true","0.24","not_valid","true","2","true","false","1109.89","type_A","false","false","3","0","0","false","true","not_valid","0","1212.86","2017-05-13T10:04:31.367","1"
"no_data","false","Yes","1","true","1","false","2","type_A","false","false","true","113","1284","false","false","type_A","1","true","1","148.0","D","0.32","full_match","1","1","1","true","false","5","false","not_valid","true","true","false","0","false","true","not_valid","false","false","true","not_valid","false","false","false","5","746.0","true","true","false","1.0","not_valid","false","0","true","true","546.0","type_B","true","true","5","0","0","true","true","not_valid","2","894.0","2017-05-24T11:22:45.453","1"
"true","false","Yes","1","true","1","false","7","type_A","false","false","false","222","389","true","true","type_A","1","false","2","85.0","C","0.52","full_match","2","1","1","false","false","2","false","false","false","true","false","1","false","false","no_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","false","true","0","false","true","0.0","type_B","false","false","0","0","2","false","false","not_valid","7","85.0","2017-04-02T19:55:00.656","1"
"false","false","Yes","1","true","1","false","2","type_A","true","true","true","906","3085","true","false","type_A","1","true","1","80.0","D","3.84","full_match","2","3","1","true","true","11","true","false","true","true","false","5","true","true","no_match","false","true","true","no_match","true","false","false","10","1602.16","false","false","true","1.0","false","false","1","true","true","972.02","type_A","true","true","10","0","0","true","true","not_valid","1","1682.1599999999999","2017-04-27T19:07:49.364","1"
"false","false","Yes","1","true","1","false","1","type_A","false","false","false","87","2402","false","false","type_A","1","true","1","144.21","A","0.1","full_match","1","1","1","false","false","0","false","true","true","true","false","2","false","true","full_match","false","false","true","full_match","false","false","false","0","0.0","true","false","false","1.0","true","false","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","144.21","2017-04-13T00:41:50.355","1"
"true","true","Yes","2","false","2","true","2","type_A","false","false","false","895","398","false","false","type_A","1","false","1","69.91","E","18.24","full_match","1","2","1","true","false","0","false","false","false","false","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","1.0","not_valid","true","0","false","true","0.0","type_B","false","false","0","0","2","false","false","not_valid","2","69.91","2017-05-16T16:47:55.349","1"
"true","false","Yes","4","true","4","false","6","type_B","true","true","true","40","2175","false","false","type_B","3","true","1","215.0","B","0.2","full_match","2","2","3","false","true","126","true","true","true","true","true","7","true","false","full_match","true","false","true","no_match","true","true","true","122","19093.53","true","false","true","1.0","true","true","63","false","true","7757.2","type_A","true","true","31","0","0","true","false","full_match","0","404.38","2017-05-17T15:17:38.126","1"
"true","false","Yes","1","true","1","false","1","type_A","false","false","false","275","0","false","false","type_A","1","false","2","150.01","B","99.0","no_match","1","1","3","false","false","0","false","false","false","true","false","0","false","false","not_valid","true","false","false","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","150.01","2017-04-10T06:26:44.446","1"
"true","true","No","4","false","4","false","7","type_B","false","false","false","930","25","false","true","type_A","4","false","3","120.0","B","99.0","no_match","7","6","210","true","false","0","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.4","not_valid","true","0","false","false","0.0","type_B","false","false","0","0","7","false","false","not_valid","7","120.0","2017-04-05T16:13:48.393","1"
"true","true","Yes","1","true","3","false","6","type_B","false","false","false","90","2168","false","true","type_A","1","false","2","133.0","D","99.0","full_match","6","2","5","true","false","0","false","false","true","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.43","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","6","true","true","not_valid","6","133.0","2017-04-19T18:08:32.780","1"
"true","true","No","1","false","1","false","3","type_A","false","false","false","218","516","false","true","type_A","1","true","1","2835.0","A","65.19","full_match","1","1","1","true","false","0","false","false","true","true","false","2","false","false","no_match","false","false","true","no_match","true","false","false","0","0.0","true","false","false","1.0","false","true","0","true","true","0.0","type_B","false","false","0","0","3","true","true","not_valid","3","2835.0","2017-05-22T10:33:11.154","1"
"true","false","Yes","1","true","1","false","6","type_A","false","false","false","906","2064","true","true","type_A","1","true","1","271.24","D","0.37","full_match","1","1","1","true","false","3","false","true","false","true","false","9","false","false","full_match","false","true","true","full_match","true","false","false","0","0.0","false","false","false","1.0","true","true","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","6","271.24","2017-04-18T20:06:03.642","1"
"true","false","Yes","2","false","1","true","1","type_A","false","false","false","90","2164","false","false","type_A","1","true","1","500.0","E","1.16","full_match","1","1","1","true","false","0","false","false","false","false","false","0","false","false","not_valid","true","false","false","not_valid","false","false","false","0","0.0","true","false","false","0.18","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","500.0","2017-05-05T11:14:37.785","1"
"true","false","Yes","4","true","3","false","6","type_B","true","true","true","40","2184","false","false","type_B","3","true","1","133.0","A","0.2","full_match","2","2","3","false","true","132","true","true","true","true","true","6","true","false","full_match","true","false","true","full_match","true","true","true","124","19441.53","true","false","true","1.0","true","true","68","false","true","8105.2","type_A","true","true","30","0","0","true","false","full_match","0","537.38","2017-05-26T12:33:21.1","1"
"true","false","Yes","5","true","1","true","3","type_C","false","false","false","76","3210","true","true","type_A","1","false","1","300.0","B","1.38","full_match","1","1","1","false","false","2","false","false","true","true","false","13","false","false","not_valid","true","false","true","not_valid","false","true","false","0","0.0","true","true","false","1.0","false","true","0","true","true","0.0","type_B","true","true","0","0","0","true","true","not_valid","3","300.0","2017-04-27T20:11:48.785","1"
"true","false","Yes","1","true","1","false","5","type_A","false","false","false","500","0","false","true","type_A","1","false","1","151.0","C","43.27","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","false","not_valid","false","false","false","0","0.0","false","false","false","1.0","false","true","0","false","false","0.0","type_B","false","false","0","0","5","false","false","not_valid","5","151.0","2017-04-29T20:06:52.373","1"
"true","false","Yes","1","true","1","false","5","type_A","false","false","false","930","0","true","true","type_C","1","true","1","110.0","B","90.24","full_match","1","1","1","false","false","1","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","false","false","0.0","type_B","false","false","0","0","1","false","false","not_valid","5","110.0","2017-04-22T12:07:59.291","1"
"true","true","Yes","3","true","1","true","5","type_A","false","false","false","895","1","true","true","type_B","1","false","2","50.0","B","48.0","full_match","1","1","1","true","false","2","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.62","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","5","50.0","2017-04-25T21:43:52.978","1"
"true","false","Yes","1","true","1","false","3","type_A","false","false","false","500","0","false","true","type_A","1","false","1","140.0","B","43.15","partial_match","1","2","1","false","false","0","false","false","false","true","false","0","false","false","no_match","false","false","true","no_match","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","3","false","true","not_valid","3","140.0","2017-04-10T12:38:49.202","1"
"true","true","Yes","1","false","36","false","1","type_B","false","false","false","930","0","false","false","type_A","1","false","1","74.84","E","98.17","full_match","1","1","1","true","false","0","false","false","false","false","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.18","true","true","0","true","false","0.0","type_B","false","false","0","0","1","true","true","not_valid","1","74.84","2017-04-02T16:19:19.110","1"
"true","false","Yes","4","true","1","true","1","type_C","false","false","false","486","54","true","false","type_A","1","false","1","150.0","C","3.24","full_match","1","1","1","false","false","1","false","not_valid","false","true","false","0","false","true","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","true","0","true","true","0.0","type_B","true","true","0","0","0","false","true","not_valid","1","150.0","2017-05-02T15:59:53.570","1"
"true","false","Yes","5","false","1","false","1","type_A","false","false","false","87","2428","false","false","type_A","1","true","1","2500.0","E","3.12","full_match","1","1","1","true","false","0","false","false","true","false","false","3","false","false","not_valid","true","false","true","not_valid","true","false","false","0","0.0","true","true","false","1.0","not_valid","true","0","true","true","0.0","type_B","true","true","0","0","1","true","true","not_valid","1","2500.0","2017-05-09T13:33:11.268","1"
"true","true","Yes","1","true","1","false","2","type_A","false","false","false","805","0","false","false","type_A","1","false","3","70.0","D","93.89","full_match","2","2","5","true","false","0","false","false","false","true","false","0","false","false","no_data","true","true","false","full_match","false","false","false","0","0.0","false","false","false","0.32","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","2","false","true","not_valid","2","70.0","2017-05-20T21:38:32.275","1"
"true","true","Yes","14","true","1","true","47","type_A","false","false","false","930","46","true","true","type_C","1","true","3","582.75","D","99.0","full_match","19","15","32","true","false","7","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","1.0","not_valid","true","0","true","true","0.0","type_B","false","false","0","0","2","false","true","not_valid","47","582.75","2017-04-24T14:37:47.54","1"
"true","true","Yes","2","true","1","false","10","type_B","false","false","false","895","425","true","true","type_A","1","false","2","113.31","B","83.08","full_match","3","2","2","true","false","6","false","false","false","true","false","11","false","false","not_valid","true","false","true","not_valid","true","true","false","0","0.0","true","false","false","1.0","true","true","0","true","true","0.0","type_B","false","false","0","0","0","true","true","not_valid","10","113.31","2017-05-21T01:33:21.721","1"
"true","false","Yes","2","true","1","true","2","type_A","false","false","false","50","1911","true","false","type_A","1","true","1","250.0","B","22.04","full_match","1","2","1","false","false","5","false","not_valid","false","true","false","0","false","true","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","not_valid","true","0","true","true","0.0","type_B","true","true","0","0","0","false","true","not_valid","2","250.0","2017-05-25T02:18:34.586","1"
"true","true","No","1","false","9","false","16","type_A","false","false","false","895","1","true","true","type_C","1","true","1","619.5","A","99.0","full_match","1","10","1","true","false","3","false","false","false","true","false","0","false","false","not_valid","false","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.78","not_valid","true","0","false","false","0.0","type_B","false","false","0","0","7","false","false","not_valid","16","619.5","2017-04-01T10:23:30.272","1"
